id,title,author,published_utc,article_url,tickers,amp_url,image_url,description,title_FinBERT,description_FinBERT,title_FinancialBERT,description_FinancialBERT
QZsbBvwOlElwFyY7HY6PmAMXwLzGaU7D-yV54RqAzsA,Exxon Mobil's $15 Billion Quarter,The Value Portfolio,2022-07-02T16:00:00Z,https://seekingalpha.com/article/4521515-exxon-mobil-15-billion-quarter,XOM,,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1213494443/image_1213494443.jpg?io=getty-c-w750,Exxon Mobil recent guidance was for a record-breaking $15B revenue quarter. Check out why we expect XOM stock to drive double-digit returns.,neutral,positive,neutral,positive
O5luUUt_a_oelCDWOmgg4jJ45b8e_ororYoCwr0APnw,"Miami is 'the epicenter of the housing crisis,' says a Biden administration official",MarketWatch,2022-07-02T15:58:00Z,https://www.marketwatch.com/story/this-city-is-the-epicenter-of-the-housing-crisis-says-a-biden-administration-official-11656526849,NWSA,https://www.marketwatch.com/amp/story/this-city-is-the-epicenter-of-the-housing-crisis-says-a-biden-administration-official-11656526849,https://images.mktw.net/im-573988/social,Rental prices have soared this year. U.S. Department of Housing and Urban Development Secretary Marcia Fudge visited one city to see the crisis herself.,negative,neutral,neutral,neutral
F_M-BHC3sEZMiDW5rBTkNL9eKzJTCNGqr2rr5wcuqdw,"Stagflation, reflation, soft landing or a slump --- what Wall Street expects in the second half of 2022",MarketWatch,2022-07-02T15:56:00Z,https://www.marketwatch.com/story/stagflation-reflation-soft-landing-or-a-slump-what-wall-street-expects-in-the-second-half-of-2022-11656107309,JPM BCS UBS C LQD JNK HYG DJIA COMP,https://www.marketwatch.com/amp/story/stagflation-reflation-soft-landing-or-a-slump-what-wall-street-expects-in-the-second-half-of-2022-11656107309,https://images.mktw.net/im-566237/social,JP Morgan analysts sees opportunity in beaten-down growth stocks; Citi's team likes corporate bonds.,neutral,positive,negative,positive
g9aLKNu0gAnmVOzbYGtgTN4l4VbYbaU1Um2X6pQFxD4,2 Sensational Summer Stocks to Buy Now,newsfeedback@fool.com (Parkev Tatevosian),2022-07-02T15:45:00Z,https://www.fool.com/investing/2022/07/02/2-sensational-summer-stocks-to-buy-now/,ABNB DIS,,https://g.foolcdn.com/editorial/images/688035/gettyimages-940303400.jpg,These two excellent businesses are poised to thrive as consumers shift their spending from goods toward services.,neutral,positive,neutral,positive
y_67GlpEMukTug7bdHIeq4Ydn8tsz44Ijcf4wE2AnYA,2 Bargain Stocks You Can Buy Today and Hold Forever,newsfeedback@fool.com (Jeff Santoro),2022-07-02T15:37:00Z,https://www.fool.com/investing/2022/07/02/2-bargain-stocks-you-can-buy-today-and-hold-foreve/,AMZN DIS WMT,,https://g.foolcdn.com/editorial/images/688070/online-shopping.jpg,"Calling these two companies a bargain may surprise you, but each is worth a look.",neutral,neutral,neutral,neutral
n86dV6IR-y4mVomU9GKFkYI2dYCxKIxVyAM3qEcBYSU,"Want $2,000 in Passive Income the Easy Way? Here's Where to Invest",newsfeedback@fool.com (Matthew DiLallo),2022-07-02T15:30:00Z,https://www.fool.com/investing/2022/07/02/want-2000-in-passive-income-the-easy-way-heres-whe/,O WPC AVB EGP CHCT,,https://g.foolcdn.com/editorial/images/687111/a-small-chalk-board-with-passive-income-written-out-in-near-stacks-of-100-bills.jpg,This strategy can turn your savings into a lucrative passive income stream.,neutral,positive,neutral,neutral
Fxg3MIifcaCsbo7mdga3i3_1T5GZ_o-oa8C4jdrW98E,"July Penny Stocks Buying Guide, 3 Things to Know",J. Phillip,2022-07-02T15:30:00Z,https://pennystocks.com/?p=33898,AMRN DBRG EVFM,https://pennystocks.com/featured/2022/07/02/july-penny-stocks-buying-guide-3-things-know/?amp,https://pennystocks.com/wp-content/uploads/2022/07/best-penny-stocks-to-buy-2.jpg,"What you need to know about trading penny stocks this month
The post July Penny Stocks Buying Guide, 3 Things to Know appeared first on Penny Stocks to Buy, Picks, News and Information | PennyStocks.com.",neutral,neutral,neutral,neutral
ar7XwJCTkV68Ae7wa1UegkeNpb2OVSEWihGHGohO6tc,"'Stranger Things 4' product visibility is worth up to $25 million for Coke, Jif and other brands",MarketWatch,2022-07-02T15:17:00Z,https://www.marketwatch.com/story/stranger-things-4-product-visibility-is-worth-up-to-25-million-for-coke-jif-and-other-brands-11654190732,NFLX,https://www.marketwatch.com/amp/story/stranger-things-4-product-visibility-is-worth-up-to-25-million-for-coke-jif-and-other-brands-11654190732,https://images.mktw.net/im-555543/horizontal,"One blog spotted more than 140 brands and products so far in ""Stranger Things 4,"" and marketing analysts say the free publicity is worth tens of millions",positive,neutral,neutral,neutral
YflYpo0VleArU0P7EzCDO5L5dNJqTRMkeUfOqhpPOB4,2 Safe Stocks That Can Survive Any Downturn,newsfeedback@fool.com (Prosper Junior Bakiny),2022-07-02T15:15:00Z,https://www.fool.com/investing/2022/07/02/2-safe-stocks-that-can-survive-any-downturn/,MDT NVO,,https://g.foolcdn.com/editorial/images/687826/gettyimages-1306095133.jpg,These stocks are worth buying whether or not a recession is coming.,neutral,neutral,neutral,neutral
qBZys56ZAn0KAh8gC8snlElFjSXq7H02-oF3Sm0lffY,Why AirBNB Tumbled 12% This Week,newsfeedback@fool.com (Rich Duprey),2022-07-02T15:04:11Z,https://www.fool.com/investing/2022/07/02/why-airbnb-tumbled-12-this-week/,ABNB,,https://g.foolcdn.com/editorial/images/688229/house-party-getty.jpeg,The short-term vacation rental leader is permanently clamping down on unruly guests.,negative,negative,neutral,negative
pMh0pX3vX9e50sT-X0fNapaL3so9D4XjNbWU3iE-yMs,Why it seems that all of your trusty stock-market indicators are busted,MarketWatch,2022-07-02T15:02:00Z,https://www.marketwatch.com/story/why-it-seems-that-all-of-your-trusty-stock-market-indicators-are-busted-11656665037,DJIA,https://www.marketwatch.com/amp/story/why-it-seems-that-all-of-your-trusty-stock-market-indicators-are-busted-11656665037,https://images.mktw.net/im-512582/social,"In a bear market, frustrated investors believe nothing works.",neutral,negative,neutral,positive
WabTPcn9AH2soyACwYzFejPzO0FB_9cAkHA2BucL0-o,Why McCormick Just Lowered This Key Outlook Metric,newsfeedback@fool.com (Demitri Kalogeropoulos),2022-07-02T15:00:00Z,https://www.fool.com/investing/2022/07/02/why-mccormick-just-lowered-this-key-outlook-metric/,MKC,,https://g.foolcdn.com/editorial/images/687538/woman-cooking.jpg,The spice and flavorings giant is seeing increased cost pressures.,neutral,negative,neutral,negative
8grY14uo00t0jSQcSEmK9BwLQntrkO1lSIj7WGxIef8,"The Market Is Down, My Income Is Up!",Rida Morwa,2022-07-02T15:00:00Z,https://seekingalpha.com/article/4521329-market-down-my-income-up,ATAX BRSP,,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1361507082/image_1361507082.jpg?io=getty-c-w750,The market is still taking beating and now is an excellent time for supercharging your income growth. Click here for our 2 high quality dividend raisers.,negative,neutral,neutral,neutral
5jpsEfms4PXvIQ6yYedkoIIH-ZG-BR_kf-x7ux3Hnic,These 10 stocks in the S&P 500 lost $4.2 trillion of investors' money during the first half of 2022,MarketWatch,2022-07-02T14:56:00Z,https://www.marketwatch.com/story/these-10-stocks-in-the-s-p-500-have-lost-4-1-trillion-of-investors-money-during-the-first-half-of-2022-11656599467,AAPL AMZN MSFT GOOGL META TSLA NVDA NFLX HD PYPL GOOG ETSY ALGN BBWI CZR CCL EPAM CDAY RCL,https://www.marketwatch.com/amp/story/these-10-stocks-in-the-s-p-500-have-lost-4-1-trillion-of-investors-money-during-the-first-half-of-2022-11656599467,https://images.mktw.net/im-574582/social,"The biggest losers of shareholder value included Apple, Amazon and Microsoft.",negative,negative,negative,negative
ja4qIWTLNBbDWgoHdpEyrF_obIu8fQrkAQ6BWBQJXdM,Can Advertising Help Netflix Stock Bounce Back?,newsfeedback@fool.com (Neil Patel),2022-07-02T14:53:00Z,https://www.fool.com/investing/2022/07/02/can-advertising-help-netflix-stock-bounce-back/,NFLX DIS AMZN NLSN WBD,,https://g.foolcdn.com/editorial/images/688103/movie-popcorn-couch.jpg,The struggling streaming service might be able to reignite growth in an increasingly competitive industry.,positive,positive,neutral,positive
Ravjxv5gZbDdxooereRFvsXO1ZM5t2fAvhZGiWaWj4s,Better NFT Stock: DraftKings vs. GameStop,newsfeedback@fool.com (Will Healy),2022-07-02T14:45:00Z,https://www.fool.com/investing/2022/07/02/better-nft-stock-draftkings-vs-gamestop/,DKNG GME,,https://g.foolcdn.com/editorial/images/687667/gamercheerswin.jpg,The NFT marketplaces of both companies face challenges amid declining NFT sales.,positive,negative,neutral,negative
uavlJDhlcp-bHXB9vhAVMndiejm0HXjtjGFUEDgnAeI,You Won't Want to Miss This Dividend Stock's Bright Future,newsfeedback@fool.com (Matthew DiLallo),2022-07-02T14:35:00Z,https://www.fool.com/investing/2022/07/02/you-wont-want-to-miss-this-dividend-stocks-bright/,CUZ AMZN,,https://g.foolcdn.com/editorial/images/687878/little-houses-sitting-on-piples-of-coins.jpg,The company is benefiting from two major trends.,neutral,positive,neutral,positive
gAOPApmYvbiFBdPt4cNLntr9asPDiWNGhjR40QEJwCQ,Why Texas Instruments Is a Great Stock in the Current Market Environment,newsfeedback@fool.com (Will Healy),2022-07-02T14:32:07Z,https://www.fool.com/investing/2022/07/02/texas-instruments-is-great-in-current-stock-market/,TXN AAPL NVDA AMD ADI,,https://g.foolcdn.com/editorial/images/688012/cheeringsuccessbycomputer.jpg,"The stock should bring long-term returns, even if the market goes into stagflation.",neutral,positive,neutral,positive
19w5QhPIABPZKxVWnLW9vUfSZD5tDOV-76Y86SEg2H4,Wall Street's favorite stock sector has potential upside of 43% as we enter the second half of 2022,MarketWatch,2022-07-02T14:31:00Z,https://www.marketwatch.com/story/wall-streets-favorite-stock-sector-has-potential-upside-of-43-as-we-enter-the-second-half-of-2022-11656505692,XLY XLC XLK XLE CZR AMZN BBWI TJX HAS TPR GM PENN LKQ NKE GOOGL MTCH TMUS TTWO NWSA EA META DIS DISH LYV MSFT NOW EPAM MPWR INTU CRM MA V MU AVGO FANG SLB COOP PSX MPC HAL VLO PXD BKR WMB,https://www.marketwatch.com/amp/story/wall-streets-favorite-stock-sector-has-potential-upside-of-43-as-we-enter-the-second-half-of-2022-11656505692,https://images.mktw.net/im-573561/social,"After a difficult first half of the year, you may be surprised to see which sectors are forecast to rise the most.",positive,positive,positive,positive
LOIxtfqKwWUnak3dM6-pGNuCgoXW3LW0f1HOwEJyqQI,This veteran money manager has seen it all. And these 19 dividend stocks pass his rigorous quality screen right now.,MarketWatch,2022-07-02T14:29:00Z,https://www.marketwatch.com/story/this-veteran-money-manager-has-seen-it-all-and-these-19-dividend-stocks-pass-his-rigorous-quality-screen-right-now-11656507855,IBB VNO OKE PM WBA IBM PNW FRT VFC O TFC KIM USB DRI SO PFG CAH DLR MS VTR,https://www.marketwatch.com/amp/story/this-veteran-money-manager-has-seen-it-all-and-these-19-dividend-stocks-pass-his-rigorous-quality-screen-right-now-11656507855,https://images.mktw.net/im-573569/social,Lewis Altfest sets parameters for screening dividend stocks ahead of a weakening economy.,neutral,neutral,neutral,neutral
DWPYGg_xZLUrLT9CFstWtY5LKVITMT46WZn9eVNz2Sw,These dividend stocks yield at least 5% and have plenty of room to raise payouts,MarketWatch,2022-07-02T14:26:00Z,https://www.marketwatch.com/story/these-dividend-stocks-yield-at-least-5-and-have-plenty-of-room-to-raise-payouts-11655984667,MID ILPT BDN MPW SLG NYCB CTRA MDC OKE KMI JHG HPP DVN CTRE HIW STOR HBI WMB LYB DOW PRU EPRT HBAN DTM UMPQ NNN DEI VZ BBY NWL,https://www.marketwatch.com/amp/story/these-dividend-stocks-yield-at-least-5-and-have-plenty-of-room-to-raise-payouts-11655984667,https://images.mktw.net/im-569203/social,The bear market raises dividend yields for many stocks.,positive,negative,positive,positive
4uQhQIGO0yy-9W3wvgPiSnl5nSiI9WoPsCnbOo-tAwI,Use This 1 Genius Trick for Finding Dirt Cheap Biotech Stocks in the Bear Market,newsfeedback@fool.com (Alex Carchidi),2022-07-02T14:23:00Z,https://www.fool.com/investing/2022/07/02/use-this-1-genius-trick-for-finding-dirt-cheap-bio/,XBI AVIR,,https://g.foolcdn.com/editorial/images/687875/investor-considers-papers-while-sitting-near-books.jpg,This metric will show you which companies are being valued at potentially unreasonably low levels.,neutral,neutral,neutral,neutral
prvtNgfSdpSo9ACPcDcG8tmhS1AMXGzj39c3MDqDc6Y,"Institutional investors have bought hundreds of thousands of homes, many in Black communities. Critics say it's creating a 'generation of renters'",MarketWatch,2022-07-02T14:21:00Z,https://www.marketwatch.com/story/institutional-investors-have-bought-hundreds-of-thousands-of-single-family-homes-many-in-black-communities-critics-say-its-creating-a-generation-of-renters-11656514935,INVH AMH,https://www.marketwatch.com/amp/story/institutional-investors-have-bought-hundreds-of-thousands-of-single-family-homes-many-in-black-communities-critics-say-its-creating-a-generation-of-renters-11656514935,https://images.mktw.net/im-573307/social,"As rental prices soar nationwide, the Democratic chair of a House subcommittee called out 'predatory' behavior by institutional investors.",negative,negative,neutral,positive
snuXWOTu_tVDQ4v-J2pkWCy9WZI2KxrSGpG2bfWZUrU,"After Bland Results, Is McCormick Stock Still a Spicy Pick?",newsfeedback@fool.com (Jeff Santoro),2022-07-02T14:15:00Z,https://www.fool.com/investing/2022/07/02/after-bland-results-is-mccormick-stock-still-a-spi/,MKC,,https://g.foolcdn.com/editorial/images/687825/cooking-with-spices.jpg,Short-term headwinds shouldn't distract investors from the long-term strength of this company.,neutral,negative,neutral,negative
wGSPMfwJk54J1zAdF1M7O4fQiPjD8DzKsqlCMc2xdSA,What Insider Moves Say About Carvana Stock,newsfeedback@fool.com (BJ Cook),2022-07-02T14:00:00Z,https://www.fool.com/investing/2022/07/02/what-insider-moves-say-about-carvana-stock/,CVNA,,https://g.foolcdn.com/editorial/images/687412/cvna.jpg,"After insider sales in 2021, Carvana stock fell over 90%. Now the same insiders are buying shares.",neutral,negative,neutral,neutral
wYQm4op4Xmv7gpp2MpS51aQHTT249nZNts1XTeqHjqw,Why Kohl's Plunged 27% This Week,newsfeedback@fool.com (Rich Duprey),2022-07-02T13:51:47Z,https://www.fool.com/investing/2022/07/02/why-kohls-plunged-27-this-week/,KSS GS FRG,,https://g.foolcdn.com/editorial/images/688228/kohls-pickup-source-kss.jpg,The retailer dashed shareholder hopes of a buyout.,negative,negative,positive,positive
gAB4xRkqzXWMp_sXT49ltWYyMvIlow6bwHmQlA16pow,Here's What a Top Aviation CEO at Boeing Just Said About the Economy,newsfeedback@fool.com (Lee Samaha),2022-07-02T13:43:00Z,https://www.fool.com/investing/2022/07/02/heres-what-a-top-aviation-ceo-boeing-just-said-abo/,BA GE SPR ITW,,https://g.foolcdn.com/editorial/images/687444/aviation-stocks-to-buy-aerospace-investing.jpg,Investors should prepare for ongoing supply chain issues with component shortages and labor issues at the forefront. Pricing power is critical.,neutral,neutral,neutral,neutral
5u2gwgS66YW5RuvFSJAz276QlItf5UGb-e0PCbhWIzY,Why Bed Bath & Beyond Plummeted 32% This Week,newsfeedback@fool.com (Rich Duprey),2022-07-02T13:36:12Z,https://www.fool.com/investing/2022/07/02/why-bed-bath-beyond-plummeted-32-this-week/,BBBY TGT,,https://g.foolcdn.com/editorial/images/688227/100-money-cash-crash-recession-bear-market-stock-getty.jpg,The home goods retailer is in the middle of another tumult.,negative,negative,neutral,neutral
nzSMQQUdg0GEuch_rfNb2NoDt9sQ9d9YURzvwwm1rXQ,"Got $2,000? Buying These 2 Top Stocks Would Be a Genius Move",newsfeedback@fool.com (Danny Vena),2022-07-02T13:33:00Z,https://www.fool.com/investing/2022/07/02/got-2000-buying-these-2-top-stocks-would-be-a-geni/,DDOG IT OKTA,,https://g.foolcdn.com/editorial/images/687468/a-person-looking-at-data-on-a-see-though-computer-display.jpg,"Start with an industry-leading position, add a healthy dose of total addressable market and a dash of secular tailwinds, and you might just have the recipe for a life-changing investment.",neutral,neutral,neutral,positive
3cHqP6syh6fYWdhFWxPwUdQSBVgAeWIw2P8poGPttu4,1 Semiconductor Growth Stock You'll Wish You'd Bought on the Dip,newsfeedback@fool.com (Anthony Di Pizio),2022-07-02T13:32:00Z,https://www.fool.com/investing/2022/07/02/1-semiconductor-growth-stock-wish-you-bought-dip/,AMD MSFT GOOGL TSLA AMZN SONY GOOG,,https://g.foolcdn.com/editorial/images/687570/an-advanced-robot-arm-holding-a-computer-processing-chip.jpg,"This stock could deliver 158% upside in the short term, according to one Wall Street firm.",neutral,positive,neutral,positive
Kd877vZyUqeULADc52VJr1eFJ8SzGGNnNZCcK7oZXPk,3 Passive Income Opportunities the Bear Market Has Churned Up,"newsfeedback@fool.com (Matthew DiLallo, Neha Chamaria, and Reuben Gregg Brewer)",2022-07-02T13:30:00Z,https://www.fool.com/investing/2022/07/02/3-passive-income-opportunities-the-bear-market-has/,HON PSX ET,,https://g.foolcdn.com/editorial/images/687672/people-looking-at-a-chart-showing-rising-red-and-green-lines.jpg,Falling share prices have pushed up these stocks' dividend yields.,neutral,negative,neutral,neutral
kaaplGi4YjAxDNr1Wip0wyuVsOsZSQ8VYtD2-rpwJ10,Think twice before you trade in your old smartphone or tablet --- you could make more money 'upcycling' on resale sites,MarketWatch,2022-07-02T13:26:00Z,https://www.marketwatch.com/story/think-twice-before-you-trade-in-your-old-smartphone-or-tablet-you-could-make-more-money-upcycling-on-resale-sites-11656105867,MSFT AAPL GOOGL,https://www.marketwatch.com/amp/story/think-twice-before-you-trade-in-your-old-smartphone-or-tablet-you-could-make-more-money-upcycling-on-resale-sites-11656105867,https://images.mktw.net/im-571047/social,"When it comes to old smartphones to tablets to gaming consoles, many people don't realize how much value is left in their devices.",neutral,neutral,neutral,neutral
AH9TYRt3L46PyxVicwc_6L6rJk0gBcfzg3VLw-3NcyY,Weekend reads: What's ahead for the stock market after that brutal first half of 2022,MarketWatch,2022-07-02T13:14:00Z,https://www.marketwatch.com/story/weekend-reads-whats-ahead-for-the-stock-market-after-that-brutal-first-half-of-2022-11656687472,XOM,https://www.marketwatch.com/amp/story/weekend-reads-whats-ahead-for-the-stock-market-after-that-brutal-first-half-of-2022-11656687472,https://images.mktw.net/im-575238/social,"Also, housing mania, dividend stocks, contrarian investing and an increase in Social Security payments.",neutral,negative,neutral,neutral
Ii_tsq6RBPeNmPccV1QokPipaeHoSHW5uCEG3manuk8,Looking for Tech Stocks? These 2 Are Great Buys,newsfeedback@fool.com (Rich Duprey),2022-07-02T13:09:00Z,https://www.fool.com/investing/2022/07/02/looking-for-tech-stocks-these-2-are-great-buys/,SNOW ABNB,,https://g.foolcdn.com/editorial/images/687789/stocks-money-time-watch-getty-long-term.jpeg,The downtrodden tech sector offers a broad selection of good companies at even better prices.,neutral,positive,neutral,neutral
25ev0eG6qQ9yU-8eif4DA4_5zv5Amne0KSIA24lQw1I,Love Dividends? These 3 Top Stocks Are Trading at a Discount Now,newsfeedback@fool.com (Liz Brumer-Smith),2022-07-02T13:07:00Z,https://www.fool.com/investing/2022/07/02/love-dividends-these-3-top-stocks-are-trading-at-a/,EPR SPG MPW,,https://g.foolcdn.com/editorial/images/687703/getty-curious-person-wondering-interested.jpg,Lock in today's savings with these REITs paying a 6% dividend yield or more.,neutral,neutral,neutral,neutral
wK3HOb1SUYNA_b-CMeMOu_oBaetgzJc5bkLagNR9mhE,Will the Apple and MLS Deal Attract a New Generation?,newsfeedback@fool.com (Jason Hall and Travis Hoium),2022-07-02T13:00:00Z,https://www.fool.com/investing/2022/07/02/will-the-apple-and-mls-deal-attract-a-new-generati/,AAPL ROKU,,https://g.foolcdn.com/editorial/images/687930/streaming-soccer.jpg,The tech giant is willing to invest billions to see if it can.,neutral,positive,neutral,neutral
JS8Ze6rfxEhdgFKkeD5e-DhMxaZOmoKvFBcMlJPRwrM,5 Relatively Safe And Cheap Dividend Stocks To Invest In (July 2022),Financially Free Investor,2022-07-02T13:00:00Z,https://seekingalpha.com/article/4521037-5-relatively-safe-and-cheap-dividend-stocks-to-invest-in-july-2022,ADM ADP AMAT AVGO BTI CI CVX DRI ENB GS HD IEP JNJ JPM LEN LOW LRCX MMP MO MPLX MPW MRK MSFT NEM NKE NRG RIO ROK SCCO SPG SWK SWT TGT TROW,,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1249993252/image_1249993252.jpg?io=getty-c-w750,"It's always a good idea to keep your wish list ready. How about a list of 5 cos. that are large-cap, safe, dividend-paying, and discounted? Click here.",neutral,neutral,neutral,neutral
LCUI6aCfySOGpHN-Wgm-MLh21fHA_aadH70TWHcp_0Q,Forget the 1970s — this market is drawing comparisons to the 1870s,MarketWatch,2022-07-02T12:48:00Z,https://www.marketwatch.com/story/forget-the-1970s-this-market-is-drawing-comparisons-to-the-1870s-11656678898,COMP,https://www.marketwatch.com/amp/story/forget-the-1970s-this-market-is-drawing-comparisons-to-the-1870s-11656678898,https://images.mktw.net/im-575702/social,The current high inflation environment is often compared to the 1970s. But perhaps a more apt comparison would be to the 1870s.,neutral,neutral,neutral,neutral
LCLfmlXW719fEXNRU_UVhQh_CvCIXet988MvuHhay70,3 Top Tech Stocks Under $20 Per Share,newsfeedback@fool.com (Jake Lerch),2022-07-02T12:45:00Z,https://www.fool.com/investing/2022/07/02/3-top-tech-stocks-under-20-per-share/,SNAP META NFLX AMZN XOM GOOG PYPL SHOP BLNK SEMR,,https://g.foolcdn.com/editorial/images/683663/gettyimages-investor-stock-tech.jpg,These low-priced stocks are not low-quality companies.,negative,neutral,neutral,neutral
YU1591gPdquE3fxc0hlb_12Nzt-CB3dPQdFDRpHDDOU,The Dow just booked its worst first half since 1962. What history says about the path ahead.,MarketWatch,2022-07-02T12:43:00Z,https://www.marketwatch.com/story/whats-next-for-the-stock-market-after-the-worst-1st-half-since-1970-heres-the-history-11656503671,DJIA COMP,https://www.marketwatch.com/amp/story/whats-next-for-the-stock-market-after-the-worst-1st-half-since-1970-heres-the-history-11656503671,https://images.mktw.net/im-303460/social,A bear market leaves the S&P 500 with its worst first six months since 1970. Here's what has happened after stocks suffered steep first-half stumbles in the past.,neutral,negative,neutral,negative
tFULT13QbOYkFld_YOZzo4CgBg-M-NPl64iMTE_iE88,3 High-Growth Stocks That Could Be Worth $1 Trillion in 10 Years -- or Sooner,newsfeedback@fool.com (Neha Chamaria),2022-07-02T12:33:00Z,https://www.fool.com/investing/2022/07/02/3-high-growth-stocks-that-could-be-worth-1-trillio/,JNJ BRK.A BRK.B META MSFT GOOGL AAPL V TSLA AMZN CVX OXY GOOG SNOW,,https://g.foolcdn.com/editorial/images/686798/a-person-watching-stock-market-screens-on-a-computer-and-tablet.jpg,"Even after the recent sell-off, these stocks could be among the first to reach a trillion-dollar market cap.",neutral,positive,neutral,neutral
l3j-17bikcS-8tkfr1oHcMA5Oh5o7AJKnEF3Wds9U8E,3 Reasons To Buy Spirit Realty Instead Of Realty Income,Samuel Smith,2022-07-02T12:30:00Z,https://seekingalpha.com/article/4521462-3-reasons-buy-spirit-realty-instead-realty-income,O SRC,,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1345632344/image_1345632344.jpg?io=getty-c-w750,"Realty Income has an impressive track record and an A- credit rating. But why do we believe that Spirit Realty, SRC, is a better buy? Click here to find out.",neutral,neutral,neutral,positive
NhX56sDqJNDC-eOgECPgC_iHrRIngbanc9RI6-3oVUI,"If You've Been Burned by Tech Stocks, Try These 2 ETFs Instead",newsfeedback@fool.com (Dave Kovaleski),2022-07-02T12:30:00Z,https://www.fool.com/investing/2022/07/02/if-youve-been-burned-by-tech-stocks-try-these-2-et/,VAMO MDLZ CVX XOM BHP RIO EOG UNFI OAS SJB MTDR TMST GRES,,https://g.foolcdn.com/editorial/images/687614/gettyimages-501674170.jpg,These ETFs have generated positive returns year to date and over the past 12 months,neutral,positive,neutral,positive
yI2zmioq29axx9tuwNhoF20TSi3YFT7sKdx_HkA9Bw8,These 2 Metrics Spell More Bad News for Netflix's Beaten-Down Stock,newsfeedback@fool.com (James Brumley),2022-07-02T12:25:00Z,https://www.fool.com/investing/2022/07/02/these-2-metrics-spell-more-bad-news-for-netflix/,NFLX DIS CMCSA GOOGL AAPL AMZN PARA GOOG WBD,,https://g.foolcdn.com/editorial/images/687908/stressed.jpg,The king of streaming may have waited too long to launch an ad-supported tier.,negative,neutral,neutral,neutral
2mCrAsave59gS6OvFEj2I2kcVR81tWMXS7tSqZCe_tc,"Down 80%, Should Contrarian Investors Buy Teladoc Stock?",newsfeedback@fool.com (Luke Meindl),2022-07-02T12:20:00Z,https://www.fool.com/investing/2022/07/02/down-79-should-contrarian-investors-buy-teladoc-st/,TDOC,,https://g.foolcdn.com/editorial/images/687675/woman-with-baby-talking-to-doctor-on-laptop.jpg,"The pandemic darling can't catch a break of late, but will its stock bounce back in the long run?",negative,neutral,neutral,positive
FUKViQMx4WIHnN5auD2WcQShEgGJhkOf33lJzEQiGcY,Google says it will delete users' location history for abortion clinic visits,MarketWatch,2022-07-02T12:17:00Z,https://www.marketwatch.com/story/google-says-it-will-delete-users-location-history-for-abortion-clinic-visits-11656713208,GOOGL GOOG,https://www.marketwatch.com/amp/story/google-says-it-will-delete-users-location-history-for-abortion-clinic-visits-11656713208,https://images.mktw.net/im-539201/social,"Alphabet Inc.'s Google on Friday said it would delete members’ location history whenever they visit an abortion clinic, domestic violence shelter or fertility center.",negative,negative,neutral,neutral
7RN9jHiF24tJfhT79ZF0QvGhwriAJ1bYUtGBdfM4KjU,These 3 Cash Generating Machines Will Help You Sleep at Night,newsfeedback@fool.com (Courtney Carlsen),2022-07-02T12:15:00Z,https://www.fool.com/investing/2022/07/02/these-3-cash-generating-machines-will-help-you-sle/,MA V MCO SPGI PGR,,https://g.foolcdn.com/editorial/images/687808/man-with-investments-getty-1.jpg,Rest easy and invest in these companies with strong competitive advantages.,neutral,positive,neutral,neutral
ihwv7Idy_geYIu3p09m6oy0yPncHpEdMkVNyhFSwztg,12% of Cathie Wood's Portfolio Is Invested in These 2 Growth Stocks,newsfeedback@fool.com (Trevor Jennewine),2022-07-02T12:10:00Z,https://www.fool.com/investing/2022/07/02/12-of-cathie-woods-portfolio-invested-in-2-stocks/,TSLA F GM ZM ARKK,,https://g.foolcdn.com/editorial/images/687563/investor-30.jpg,Ark Invest has high conviction in both of these stocks. Should you?,neutral,neutral,neutral,positive
oj0zS2n3F-huMgC-jvjVN572lJFtYI9UXp6-D20dAdA,Unity Software Stock: Bargain Buy or Value Trap?,newsfeedback@fool.com (Jamie Louko),2022-07-02T12:07:00Z,https://www.fool.com/investing/2022/07/02/unity-software-stock-bargain-buy-or-value-trap/,U,,https://g.foolcdn.com/editorial/images/687990/two-people-sitting-on-the-floor-playing-video-games.jpg,"This leading gaming company looks appealing to buy at a bargain, but should investors dip their toes in?",neutral,neutral,neutral,positive
jfv3UZbI33lF_XYd09vfW3Qk-9pLEttPpprNCCxq_UA,This Oil King Has a Brighter Future Than You Might Think,newsfeedback@fool.com (Justin Pope),2022-07-02T12:03:00Z,https://www.fool.com/investing/2022/07/02/this-oil-king-has-a-brighter-future-than-you-might/,XOM,,https://g.foolcdn.com/editorial/images/686878/gettyimages-1280385662.jpg,"Rejoice, investors. Exxon's dividend isn't going anywhere.",neutral,neutral,neutral,neutral
y2ME3KPQILFHgofRIURr1WWyMAiy-d-NeG9gunZ9JmI,Why Intel and AMD Were Down Big on Friday,newsfeedback@fool.com (Jose Najarro),2022-07-02T12:00:00Z,https://www.fool.com/investing/2022/07/02/why-intel-and-amd-were-down-big-on-friday/,AMD INTC,,https://g.foolcdn.com/editorial/images/688057/jose-najarro-6_PtHKZGS.png,A new report shows a substantial slowdown in the PC market.,negative,negative,neutral,negative
