id,title,author,published_utc,article_url,tickers,amp_url,image_url,description,title_finBERT,title_financialBERT,description_finBERT,description_financialBERT
Xc8G0LMAqWDtErpOkpwL2l4w4ucJw9ZV-wwwFSyeXmA,Achieve Life Sciences Announces Granting of New Hire Inducement Awards,Achieve Life Sciences,2022-07-01T20:05:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473133/0/en/Achieve-Life-Sciences-Announces-Granting-of-New-Hire-Inducement-Awards.html,ACHV,https://www.globenewswire.com/news-release/2022/07/01/2473133/0/en/Achieve-Life-Sciences-Announces-Granting-of-New-Hire-Inducement-Awards.html,https://ml.globenewswire.com/Resource/Download/728d785d-40d2-4c2b-9911-337a21472f73?size=1,"SEATTLE and VANCOUVER, British Columbia, July  01, 2022  (GLOBE NEWSWIRE) -- Achieve Life Sciences, Inc. (Nasdaq: ACHV), a late-stage pharmaceutical company committed to the global development and commercialization of cytisinicline for smoking cessation and nicotine addiction, today announced that the Company has issued inducement grants of stock options to two new employees.",neutral,neutral,positive,neutral
XU3ZuXT6kcQTBCYulOFAhxQraXkA7tYO272LBllrTKA,MEDIROM Healthcare Technologies Inc. Receives Nasdaq Notification Regarding Minimum Market Value Deficiency,MEDIROM Healthcare Technologies Inc.,2022-07-01T20:05:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473132/0/en/MEDIROM-Healthcare-Technologies-Inc-Receives-Nasdaq-Notification-Regarding-Minimum-Market-Value-Deficiency.html,MRM,https://www.globenewswire.com/news-release/2022/07/01/2473132/0/en/MEDIROM-Healthcare-Technologies-Inc-Receives-Nasdaq-Notification-Regarding-Minimum-Market-Value-Deficiency.html,https://ml.globenewswire.com/Resource/Download/3e183d45-327b-45c3-8e69-070954a970c4?size=1,"NEW YORK, July  01, 2022  (GLOBE NEWSWIRE) -- MEDIROM Healthcare Technologies Inc. (Nasdaq CM: MRM), a holistic healthcare Company based in Japan (the “Company”), announced today that it has received a written notification (the “Notification Letter”) from The Nasdaq Stock Market LLC (“Nasdaq”) dated June 29, 2022, notifying the Company that it is not in compliance with the minimum market value requirement set forth in Nasdaq Listing Rules for continued listing on The Nasdaq Capital Market. Nasdaq Listing Rule 5550(b)(2) requires companies to maintain a minimum market value of US$35 million and Nasdaq Listing Rule 5810(c)(3)(C) provides that a failure to meet the minimum market value requirement exists if the deficiency continues for a period of 30 consecutive business days. Based on the market value of the Company from May 9, 2022 to June 28, 2022, the Company no longer meets the minimum market value requirement.",neutral,neutral,negative,neutral
vy5aVIZXSuqGSb2WjzunnBpj1qguxKAfFlPSEOUE5RA,"Diamondback Energy, Inc. Schedules Second Quarter 2022 Conference Call for August 2, 2022","Diamondback Energy, Inc.",2022-07-01T20:01:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473126/22886/en/Diamondback-Energy-Inc-Schedules-Second-Quarter-2022-Conference-Call-for-August-2-2022.html,FANG,https://www.globenewswire.com/news-release/2022/07/01/2473126/22886/en/Diamondback-Energy-Inc-Schedules-Second-Quarter-2022-Conference-Call-for-August-2-2022.html,https://ml.globenewswire.com/Resource/Download/6202ec16-e9fe-41fa-8548-edf18ceb90d4?size=1,"MIDLAND, Texas, July  01, 2022  (GLOBE NEWSWIRE) -- Diamondback Energy, Inc. (NASDAQ: FANG) (“Diamondback”), today announced that it plans to release second quarter 2022 financial results on August 1, 2022 after the market closes.",neutral,neutral,neutral,neutral
tmk7FAD9XaHEziqOlUvyJTqRlL0x4lK01gv6eaPhY_g,"Viper Energy Partners LP, a Subsidiary of Diamondback Energy, Inc., Schedules Second Quarter 2022 Conference Call for August 2, 2022",Viper Energy Partners LP,2022-07-01T20:01:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473127/31654/en/Viper-Energy-Partners-LP-a-Subsidiary-of-Diamondback-Energy-Inc-Schedules-Second-Quarter-2022-Conference-Call-for-August-2-2022.html,VNOM,https://www.globenewswire.com/news-release/2022/07/01/2473127/31654/en/Viper-Energy-Partners-LP-a-Subsidiary-of-Diamondback-Energy-Inc-Schedules-Second-Quarter-2022-Conference-Call-for-August-2-2022.html,https://ml.globenewswire.com/Resource/Download/62ada66f-f559-42f3-9bde-d6386f499f38?size=1,"MIDLAND, Texas, July  01, 2022  (GLOBE NEWSWIRE) -- Viper Energy Partners LP (NASDAQ: VNOM) (“Viper”), a subsidiary of Diamondback Energy, Inc. (NASDAQ: FANG) (“Diamondback”), today announced that it plans to release second quarter 2022 financial results on August 1, 2022 after the market closes.",neutral,neutral,neutral,neutral
k1jsfwqI3GFEcHTUr_7Y_Tf36PrQlXPJJ_NVbOm3Gs8,Intercept Announces Closing of Transaction with Advanz Pharma to Transfer Rights to Commercialize Ocaliva® for PBC Outside the U.S.,"Intercept Pharmaceuticals, Inc.",2022-07-01T20:01:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473125/23024/en/Intercept-Announces-Closing-of-Transaction-with-Advanz-Pharma-to-Transfer-Rights-to-Commercialize-Ocaliva-for-PBC-Outside-the-U-S.html,ICPT,https://www.globenewswire.com/news-release/2022/07/01/2473125/23024/en/Intercept-Announces-Closing-of-Transaction-with-Advanz-Pharma-to-Transfer-Rights-to-Commercialize-Ocaliva-for-PBC-Outside-the-U-S.html,https://ml.globenewswire.com/Resource/Download/c2379515-2d05-41e1-8eec-39724cecc55e?size=1,"MORRISTOWN, N.J., July  01, 2022  (GLOBE NEWSWIRE) -- Intercept Pharmaceuticals, Inc. (Nasdaq:ICPT), a biopharmaceutical company focused on the development and commercialization of novel therapeutics to treat progressive non-viral liver diseases, today announced that the transaction between Intercept and Advanz Pharma announced on May 5, 2022, has now closed. As a result of this transaction, Intercept’s international business has been divested and its international commercial and medical infrastructure have transitioned to Advanz Pharma.",positive,neutral,neutral,neutral
Zuvrmm008VzT2IQ8D0rRSn9TuWBKsun8MTmnK7SqSXg,Shift Announces Inducement Grants Under Nasdaq Listing Rule 5635(c)(4),"Shift Technologies, Inc.",2022-07-01T20:01:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473124/0/en/Shift-Announces-Inducement-Grants-Under-Nasdaq-Listing-Rule-5635-c-4.html,SFT,https://www.globenewswire.com/news-release/2022/07/01/2473124/0/en/Shift-Announces-Inducement-Grants-Under-Nasdaq-Listing-Rule-5635-c-4.html,https://ml.globenewswire.com/Resource/Download/df56e208-3d47-4a66-bd79-cfcba117c7da?size=1,"SAN FRANCISCO, July  01, 2022  (GLOBE NEWSWIRE) -- Shift Technologies, Inc. (Nasdaq: SFT), a leading end-to-end ecommerce platform for buying and selling used cars, today announced that on June 30, 2022 the Compensation Committee of its Board of Directors granted inducement restricted stock units (“RSUs”) to certain new employees previously affiliated with Fair Financial Corp. (“Fair”) who were offered employment in connection with the acquisition of Fair’s assets and as inducements material to the new employees entering into employment with Shift. The RSUs were granted in accordance with Nasdaq Listing Rule 5635(c)(4).",neutral,neutral,neutral,positive
V2flf8UYHBQQz_zkpF12pasJMLqVujF9GshhW_O4XsU,Freeline Announces June 2022 Inducement Grant Under Nasdaq Listing Rule 5635(c)(4),Freeline Therapeutics,2022-07-01T20:01:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473128/0/en/Freeline-Announces-June-2022-Inducement-Grant-Under-Nasdaq-Listing-Rule-5635-c-4.html,FRLN,https://www.globenewswire.com/news-release/2022/07/01/2473128/0/en/Freeline-Announces-June-2022-Inducement-Grant-Under-Nasdaq-Listing-Rule-5635-c-4.html,https://ml.globenewswire.com/Resource/Download/76aa0071-ca7d-4539-90e9-62982d5743f4?size=1,"LONDON, July  01, 2022  (GLOBE NEWSWIRE) -- Freeline Therapeutics Holdings plc (Nasdaq: FRLN) today announced that on June 30, 2022, the Company granted a newly hired employee non-statutory options to purchase 5,500 of the Company’s ordinary shares.",neutral,neutral,neutral,positive
OPCRuFA_LjQXCtsVVvhoirU_3KDWaHMho1INxGKxfoE,Acutus Medical Announces Inducement Grants Under Nasdaq Listing Rule 5635(c)(4),"Acutus Medical, Inc.",2022-07-01T20:01:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473130/0/en/Acutus-Medical-Announces-Inducement-Grants-Under-Nasdaq-Listing-Rule-5635-c-4.html,AFIB,https://www.globenewswire.com/news-release/2022/07/01/2473130/0/en/Acutus-Medical-Announces-Inducement-Grants-Under-Nasdaq-Listing-Rule-5635-c-4.html,https://ml.globenewswire.com/Resource/Download/2e6d1769-86af-4321-8203-7b0211a44f8b?size=1,"CARLSBAD, Calif., July  01, 2022  (GLOBE NEWSWIRE) -- Acutus Medical, Inc. (“Acutus” or the “Company”) (Nasdaq: AFIB), an arrhythmia management company focused on improving the way cardiac arrhythmias are diagnosed and treated, granted equity awards on July 1, 2022 that were approved by the Compensation Committee of its Board of Directors under Company’s 2022 Inducement Equity Incentive Plan, as a material inducement to employment to 2 individuals hired by Acutus in June 2022. The equity awards were approved in accordance with Nasdaq Listing Rule 5635(c)(4).",neutral,neutral,positive,positive
9ix5SPP44ZQioRKLo6Vv9Qgpm3AN5JzdG37PNsVZjbU,"Covenant Logistics Group, Inc. Announces Timing of Second Quarter Earnings Release and Conference Call","Covenant Logistics Group, Inc.",2022-07-01T20:01:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473129/10462/en/Covenant-Logistics-Group-Inc-Announces-Timing-of-Second-Quarter-Earnings-Release-and-Conference-Call.html,CVLG,https://www.globenewswire.com/news-release/2022/07/01/2473129/10462/en/Covenant-Logistics-Group-Inc-Announces-Timing-of-Second-Quarter-Earnings-Release-and-Conference-Call.html,https://ml.globenewswire.com/Resource/Download/5533ca85-a2a0-4b72-8889-d4e53ff7ee71?size=1,"CHATTANOOGA, Tenn., July  01, 2022  (GLOBE NEWSWIRE) -- Covenant Logistics Group, Inc. (Nasdaq/GS: CVLG) announced it plans to release its second quarter earnings after 4:00 p.m. Eastern time on Monday, July 25, 2022. Covenant Logistics Group, Inc. will hold a live conference call to discuss its second quarter earnings release on Tuesday, July 26, 2022 at 10:00 a.m. Eastern time. Individuals with questions may dial in at 800-231-0316 (U.S./Canada) and 0800-524-4760 (International). An audio replay will be available for one week following the call at 800-645-7964, access code 3895#. In addition, you will be able to listen to the audio replay for an extended period of time on our investor website, under the icon ""Audio Archives"". For additional financial and statistical information regarding the Company that may be discussed during the conference call, please visit our website at www.covenantlogistics.com/investors under “Earning Info.”",neutral,neutral,neutral,neutral
3-A9QkzqarH400Lvyu3LSmJ8s_Z9-E3eqf9wDBLPtxI,Bank OZK Announces Increase to Quarterly Common Stock Dividend and Announces Preferred Stock Dividend,Bank OZK,2022-07-01T20:01:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473123/0/en/Bank-OZK-Announces-Increase-to-Quarterly-Common-Stock-Dividend-and-Announces-Preferred-Stock-Dividend.html,OZK,https://www.globenewswire.com/news-release/2022/07/01/2473123/0/en/Bank-OZK-Announces-Increase-to-Quarterly-Common-Stock-Dividend-and-Announces-Preferred-Stock-Dividend.html,https://ml.globenewswire.com/Resource/Download/73d4ae53-9280-44ae-a132-d3036e4befc0?size=1,Forty-eight consecutive quarters of increased quarterly cash dividend on its common stock Forty-eight consecutive quarters of increased quarterly cash dividend on its common stock,positive,neutral,positive,positive
B45QNXUxdl9tr1ZIgwe9Ola-i7CgSDqHUwYaXNSSrXU,"Integra LifeSciences to Host Second Quarter 2022 Financial Results Conference Call on July 27, 2022",Integra LifeSciences Holdings Corporation,2022-07-01T20:00:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473121/1063/en/Integra-LifeSciences-to-Host-Second-Quarter-2022-Financial-Results-Conference-Call-on-July-27-2022.html,IART,https://www.globenewswire.com/news-release/2022/07/01/2473121/1063/en/Integra-LifeSciences-to-Host-Second-Quarter-2022-Financial-Results-Conference-Call-on-July-27-2022.html,https://ml.globenewswire.com/Resource/Download/7bd0384d-f0f2-482e-9fd7-14487b06b349?size=1,"PRINCETON, N.J., July  01, 2022  (GLOBE NEWSWIRE) -- )Integra LifeSciences Holdings Corporation (NASDAQ: IART), a leading global medical technology company, will release second quarter 2022 financial results on Wednesday, July 27, 2022, prior to the market open. In conjunction with the earnings release, Integra’s management team will host a conference call at 8:30 a.m. ET.",neutral,neutral,neutral,positive
NaNJ0aztGIVdhNfW4SB2KbaJ8nfywAsHv4sLwJ0MMjY,American Airlines (AAL) Pilots Likely to Get Huge Pay Hike,Zacks Equity Research,2022-07-01T19:40:00Z,https://www.zacks.com/stock/news/1947025/american-airlines-aal-pilots-likely-to-get-huge-pay-hike,AAL DAL UAL,https://www.zacks.com/amp/stock/news/1947025/american-airlines-aal-pilots-likely-to-get-huge-pay-hike,https://staticx-tuner.zacks.com/images/articles/main/f0/3601.jpg,"American Airlines' (AAL) pilots will get extra benefits if the proposal is ratified by Sep 30, 2022.",negative,neutral,positive,positive
A4YVtAJecvid4Y2ZrGs3HkQoxgc8DdcFTbWZhqCwjPg,Trading Volume Is Falling — And These Exchange Stocks Are Getting Hit,Wayne Duggan,2022-07-01T19:31:05Z,https://www.benzinga.com/analyst-ratings/analyst-color/22/07/27935062/trading-volume-is-falling-and-these-exchange-stocks-are-getting-hit,CME NDAQ ICE CBOE TW,https://www.benzinga.com/amp/content/27935062,https://cdn.benzinga.com/files/images/story/2022/07/01/shutterstock_732185554.jpg?width=1200&height=800&fit=crop,"As financial markets have weakened in 2022, trading volumes have fallen across all asset classes, according to a new report by Bank of America analyst Craig Siegenthaler.
Siegenthaler said Friday that these declining volumes are weighing on exchange stocks, such as CME Group Inc (NYSE: CME), Intercontinental Exchange Inc (NYSE: ICE), Nasdaq Inc (NASDAQ: NDAQ), Cboe Global Markets Inc (BATS: CBOE) and Tradeweb Markets Inc (NASDAQ: TW).
The Numbers: Siegenthaler said exchanges enjoyed a near-perfect storm in the first quarter of 2022 thanks in part to the stock market correction, Russia-Ukraine conflict and rapidly rising interest rate expectations, all of which drove trading volume higher. In the second quarter, trading volumes declined to a more historically normalized level.
Related Link: SEC Chair Gensler Proposes 'Open And Transparent Auctions' As Alternative To ...",negative,neutral,negative,negative
jQME-dN0f-jyLVYvFMMjffUSHoRPam7gteo6vvLZbJY,Nintendo vs. Alphabet: Which Looks Like a Better Buy Pre-Split?,Derek Lewis,2022-07-01T19:26:00Z,https://www.zacks.com/stock/news/1947013/nintendo-vs-alphabet-which-looks-like-a-better-buy-pre-split,AMZN MSFT GOOGL SONY,https://www.zacks.com/amp/stock/news/1947013/nintendo-vs-alphabet-which-looks-like-a-better-buy-pre-split,https://staticx-tuner.zacks.com/images/articles/main/06/46.jpg,"Stock splits have gained serious traction over the last several years. Generally, a company performs a stock split for a practical reason - the stock price has become too expensive, causing a barrier to entry for potential investors, grinding down overall trading volume.",neutral,neutral,negative,negative
jGqSr0TsVNgdVN5euc432uN1Tl27bvPmVgJjHp87gXs,The U.S. bets billions of dollars on better COVID-19 boosters as it prepares for a spike in COVID-19 cases next winter,MarketWatch,2022-07-01T19:14:00Z,https://www.marketwatch.com/story/the-u-s-bets-billions-of-dollars-on-better-covid-19-boosters-as-it-prepares-for-a-spike-in-covid-19-cases-next-winter-11656678907,BNTX PFE LLY MRNA NVAX JNJ,https://www.marketwatch.com/amp/story/the-u-s-bets-billions-of-dollars-on-better-covid-19-boosters-as-it-prepares-for-a-spike-in-covid-19-cases-next-winter-11656678907,https://images.mktw.net/im-575687/social,The U.S. is gearing up for another wave of COVID-19 infections in the fall and winter following a flurry of activity this week.,positive,neutral,positive,neutral
JC4cuIousKBv_nG-eWFPw-Xf20zzpCVAPHHOC9zpj9Y,Best Penny Stocks To Watch? 4 For Your Independence Day List,J. Samuel,2022-07-01T19:04:20Z,https://pennystocks.com/featured/2022/07/01/best-penny-stocks-to-watch-4-for-your-independence-day-list/,APRN GERN MTMT SRNE,https://pennystocks.com/featured/2022/07/01/best-penny-stocks-to-watch-4-for-your-independence-day-list/?amp,https://pennystocks.com/wp-content/uploads/2022/07/best-penny-stocks-to-watch-right-now.jpg,"Penny stocks to watch right now
The post Best Penny Stocks To Watch? 4 For Your Independence Day List appeared first on Penny Stocks to Buy, Picks, News and Information | PennyStocks.com.",neutral,neutral,neutral,neutral
CvWd3prjvJFa44Mj4qxI_J-_uJdzArwbbD8PXYuArMU,S&P 500 Posts Worst First Half Loss Since 1970: What It Means And What Could Be Next,Chris Katje,2022-07-01T19:02:43Z,https://www.benzinga.com/news/22/07/27933353/s-p-500-posts-worst-first-half-loss-since-1970-what-it-means-and-what-could-be-next,SPY,https://www.benzinga.com/amp/content/27933353,https://cdn.benzinga.com/files/images/story/2022/07/01/shutterstock_1506122966.jpg?width=1200&height=800&fit=crop,"In mid-June, the U.S. stock market fell into market correction territory with the S&P 500 trading down 20% from its all-time highs.
The stock market index just turned in its worst first half since 1970 with several macro trends playing out. Here’s a look at what happened and what could be next.
What Happened: The S&P 500 closed the month of June at $3,785.38. The index had its worst first half of a year since 1970 and posted the worst quarter since the first quarter of 2020, a period that included the official declaration of COVID-19 as a pandemic.
Among the underlying issues hurting the stock market in the first half of 2022 were the Russia-Ukraine conflict, COVID-19 lockdowns in areas such as China and rising inflation. The Labor Department reported an 8.6% increase in the Consumer Price Index in mid-June, the highest inflation rating since 1981.
LPL Financial reported that the first 100 trading days of 2022 were the fourth-worst start for the S&P 500, trailing only 1932 (Great Depression), 1940 (World War II) and 1970 (Vietnam War and recession).
The SPDR S&P 500 ETF Trust (ARCA: SPY), which tracks the S&P ...",negative,neutral,negative,negative
M7Y_0H4hNF_5QWgS_WuixsV-S6-aNIVc5cD3aBkW6kQ,"Sports betting stocks: How companies like DraftKings, Caesars performed in June",MarketWatch,2022-07-01T18:55:00Z,https://www.marketwatch.com/story/sports-betting-stocks-how-companies-like-draftkings-caesars-performed-in-june-11656681584,DKNG CZR PENN TWTR BETZ,https://www.marketwatch.com/amp/story/sports-betting-stocks-how-companies-like-draftkings-caesars-performed-in-june-11656681584,https://images.mktw.net/im-575000/social,"30 states plus Washington, D.C. now offer at least some form of legalized sports wagering",neutral,neutral,neutral,neutral
m_KWITTgVyOc1_GyD78eo51S3dT2haEBkLljK99wWaA,Author Oliver Bullough Talks About Money Laundering and Corruption,newsfeedback@fool.com (Chris Hill),2022-07-01T18:50:00Z,https://www.fool.com/investing/2022/07/01/author-oliver-bullough-talks-about-money-launderin/,HSBC,,https://g.foolcdn.com/editorial/images/687059/mfm_20220626.jpg,Corruption is a trillion-dollar drag for investors. So why doesn't it get more attention?,neutral,neutral,neutral,neutral
1ckgy5WI0vO7sSh1dNk0T4MPoVIq_f3IQM3eYHOdqFI,Dow Surges 200 Points; Agile Therapeutics Shares Slide,Lisa Levin,2022-07-01T18:41:46Z,https://www.benzinga.com/news/earnings/22/07/27935810/dow-surges-200-points-agile-therapeutics-shares-slide,CDZI KSS AGRX VRME AY ACCD CPNG TALS,https://www.benzinga.com/amp/content/27935810,https://cdn.benzinga.com/files/images/story/2022/07/01/image29.jpeg?width=1200&height=800&fit=crop,"U.S. stocks turned higher toward the end of trading, with the Dow Jones gaining around 200 points on Friday.
The Dow traded up 0.66% to 30,977.11 while the NASDAQ rose 0.36% to 11,068.57. The S&P also rose, gaining, 0.58% to 3,807.16.
Also check this: RH, Walgreens And 3 Stocks To Watch Heading Into Thursday 

Leading and Lagging Sectors

Utilities shares rose by 2.2% on Friday. Meanwhile, top gainers in the sector included  Cadiz Inc. (NASDAQ: CDZI), up 7% and  Atlantica Sustainable Infrastructure plc (NASDAQ: AY) up 4%.

In trading on Friday, information technology shares fell by 0.2%.

Top Headline

The total number of active U.S. oil rigs climbed by 1 to 595 rigs this week, Baker Hughes Inc reported.

Equities Trading UP

VerifyMe, Inc. (NASDAQ: VRME) shares shot up 21% to $2.38 after the company announced liquidation of the G3 VRM Acquisition SPAC and initiated a new share repurchase program.

Shares of  Coupang, Inc.  (NYSE: CPNG) got a boost, shooting 17% to $14.97 after Credit Suisse upgraded the stock from Neutral to Outperform.

Accolade, Inc. (NASDAQ:",negative,neutral,positive,positive
klN9PiwzCXC_tN6BMi6rIX42Mb9BhQESeFqEYIiPgpQ,Investing in the Future of Food,newsfeedback@fool.com (Asit Sharma),2022-07-01T18:40:00Z,https://www.fool.com/investing/2022/07/01/investing-in-the-future-of-food/,CHWY WMT GS KR WBA K DE BYND CLOV GMTX COIN RELI,,https://g.foolcdn.com/editorial/images/687529/mfm_20220627.jpg,"Plus a look at what's going on with Chewy, Coinbase, and Walgreens Boots Alliance.",neutral,neutral,neutral,neutral
DaFtkjGi5aTnP6wWE2t497BMoOwbRN9xJB984GBypTo,"Why Nio Stock Jumped Initially, Then Fell Today",newsfeedback@fool.com (Chris Neiger),2022-07-01T18:38:49Z,https://www.fool.com/investing/2022/07/01/why-nio-stock-jumped-initially-then-fell-today/,NIO,,https://g.foolcdn.com/editorial/images/688069/nio_es8_profile.jpg,Strong delivery numbers weren't enough to keep Nio's stock climbing today.,negative,neutral,positive,neutral
-X_yCtvp2sD-eV_zMJzogZE0y86cYH2G0lKWEvWrbvE,TGS Named Successful Bidder in the Auction Process for ION Assets,TGS,2022-07-01T18:38:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473111/0/en/TGS-Named-Successful-Bidder-in-the-Auction-Process-for-ION-Assets.html,TGS,https://www.globenewswire.com/news-release/2022/07/01/2473111/0/en/TGS-Named-Successful-Bidder-in-the-Auction-Process-for-ION-Assets.html,https://ml-eu.globenewswire.com/Resource/Download/03147485-7276-4064-852f-d412d8c66441?size=1,"OSLO, Norway (1 July 2022) – TGS ASA, a global provider of energy data and intelligence, today announced that it has been named a successful bidder in the auction process conducted in connection with ION Geophysical Corporation’s (ION) Chapter 11 bankruptcy case pending in the United States Bankruptcy Court for the Southern District of Texas.",positive,neutral,positive,positive
1x1eL-cFKoascseuz8CNE3PeH7xNxH6dXxaRgjPdc8U,Wells Fargo CEO Charles Scharf: 'Real-estate values moderating in the long term are a good thing',MarketWatch,2022-07-01T18:37:00Z,https://www.marketwatch.com/story/wells-fargo-ceo-charles-scharf-real-estate-values-moderating-in-the-long-term-are-a-good-thing-11656601260,WFC JPM RDFN COMP,https://www.marketwatch.com/amp/story/wells-fargo-ceo-charles-scharf-real-estate-values-moderating-in-the-long-term-are-a-good-thing-11656601260,https://images.mktw.net/im-574601/social,Scharf said his company was experiencing a 'huge decline' in mortgage applications.,positive,positive,negative,negative
3tc4YqQOGsPBPSL2FgGg6WgwXbVaJ7BAxkOIvOf9Tiw,UPDATE -- Fresh Vine Wine Expanding Retail in the Midwest,Fresh Vine Wine,2022-07-01T18:35:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473110/0/en/UPDATE-Fresh-Vine-Wine-Expanding-Retail-in-the-Midwest.html,VINE,https://www.globenewswire.com/news-release/2022/07/01/2473110/0/en/UPDATE-Fresh-Vine-Wine-Expanding-Retail-in-the-Midwest.html,https://ml.globenewswire.com/Resource/Download/54719aad-6f61-47e5-b463-a74a3452009c?size=1,"Cabernet Sauvignon, Chardonnay, Pinot Noir, and Rosé Now Available at Schnuck Markets, Inc. in Missouri and Illinois Cabernet Sauvignon, Chardonnay, Pinot Noir, and Rosé Now Available at Schnuck Markets, Inc. in Missouri and Illinois",positive,neutral,neutral,neutral
pNpGWXNSrXMRcHVf0K8RJYFnM_HP2al49rBa_T3fFlY,Why Kohl's Stock Crashed and Burned on Friday,newsfeedback@fool.com (Danny Vena),2022-07-01T18:34:02Z,https://www.fool.com/investing/2022/07/01/why-kohls-stock-crashed-and-burned-on-friday/,KSS FRG,,https://g.foolcdn.com/editorial/images/688071/a-smiling-person-looking-at-clothes-on-a-rack-at-a-retail-store.jpg,Investor hopes of a buyout for the struggling retailer were dashed.,neutral,neutral,negative,positive
9Dpry-y0Tt_lmWvYjk_UahbZ_Gd1zOETIOw4QeX6bjw,3 Top Stocks to Buy in July and Hold for Long-Term Growth,Benjamin Rains,2022-07-01T18:26:00Z,https://www.zacks.com/stock/news/1947001/3-top-stocks-to-buy-in-july-and-hold-for-long-term-growth,MA ALGN INTU,https://www.zacks.com/amp/stock/news/1947001/3-top-stocks-to-buy-in-july-and-hold-for-long-term-growth,https://staticx-tuner.zacks.com/images/articles/main/ce/21251.jpg,"The current uncertainty and bearish sentiment from many on Wall Street might offer investors a chance to start positions in fantastic stocks at nice entry points. The three stocks we explore today are Align Technology, Inc. (ALGN), Mastercard (MA), and Intuit (INTU).",neutral,neutral,neutral,positive
uBV53DQ1N0cztVpcPycY5lz-UuU6tyDDxhvtQ0PZj2M,How prices for cryptos bitcoin and ethereum changed in June,MarketWatch,2022-07-01T18:23:00Z,https://www.marketwatch.com/story/how-prices-for-cryptos-bitcoin-and-ethereum-changed-in-june-11656686303,TSLA HOOD COIN MSTR META,https://www.marketwatch.com/amp/story/how-prices-for-cryptos-bitcoin-and-ethereum-changed-in-june-11656686303,https://images.mktw.net/im-547625/social,"Prices for many cryptos moved lower in June, and are down over 70% from 2021 highs.",neutral,neutral,negative,negative
mnfMDGzmAncqUcjTNlwVtc2X4RvVI_vmIStkKKYpp4M,"Uber safety report: Fatalities up, sexual-assault reports down",MarketWatch,2022-07-01T18:22:00Z,https://www.marketwatch.com/story/uber-safety-report-fatalities-up-sexual-assault-reports-down-11656633476,UBER,https://www.marketwatch.com/amp/story/uber-safety-report-fatalities-up-sexual-assault-reports-down-11656633476,https://images.mktw.net/im-250047/social,"Uber Technologies Inc. on Thursday released its second U.S. safety report, which showed a rise in fatalities from motor vehicle crashes and assault incidents, and a drop in sexual-assault reports, compared with its previous safety report.",negative,neutral,negative,negative
8z01rAEUXfjv3QFxncozTGC4twouTatvL0dGx9l7jns,ETF Asset Report of 2022 Q2,Sanghamitra Saha,2022-07-01T18:17:00Z,https://www.zacks.com/stock/news/1946997/etf-asset-report-of-2022-q2,GLD MUB HDV,https://www.zacks.com/amp/stock/news/1946997/etf-asset-report-of-2022-q2,https://staticx-tuner.zacks.com/images/default_article_images/default30.jpg,"Wall Street witnessed a massacre in Q2 due to mounting inflationary pressures, rising rate worries and geopolitical tensions in Russia and Ukraine.",neutral,neutral,negative,negative
qRa4EYJOEAKYhjSvNmOt4B-7T-cZLAU3wesF7iNgM_I,Is now a good time for a Roth conversion?,MarketWatch,2022-07-01T18:15:00Z,https://www.marketwatch.com/story/is-now-a-good-time-for-a-roth-conversion-11656693006,NFLX META ARKK,https://www.marketwatch.com/amp/story/is-now-a-good-time-for-a-roth-conversion-11656693006,https://images.mktw.net/im-565165/social,Conversions done now will incur a lower tax bill than one done earlier this year,neutral,positive,negative,neutral
wzgFYOcLNDbWTTu_fRz2jdSAruuAl3uK8p63W29y9aE,Brickell Biotech Announces 1-For-45 Reverse Stock Split,Brickell Biotech,2022-07-01T18:02:00Z,https://www.globenewswire.com/news-release/2022/07/01/2473107/0/en/Brickell-Biotech-Announces-1-For-45-Reverse-Stock-Split.html,BBI,https://www.globenewswire.com/news-release/2022/07/01/2473107/0/en/Brickell-Biotech-Announces-1-For-45-Reverse-Stock-Split.html,https://ml.globenewswire.com/Resource/Download/8db4dfc5-c3ba-4334-babb-f71086422034?size=1,"Common stock will begin trading on a split-adjusted basis on July 5, 2022 Common stock will begin trading on a split-adjusted basis on July 5, 2022",neutral,neutral,neutral,neutral
jn4Yw9Dlwvg8GCvNeXaqLYVfTF3OiLRJBArOn-Fz7gE,Four Corners (FCPT) Acquires Red Robin Property From PREIT,Zacks Equity Research,2022-07-01T18:02:00Z,https://www.zacks.com/stock/news/1947007/four-corners-fcpt-acquires-red-robin-property-from-preit,PEI EXR OUT FCPT,https://www.zacks.com/amp/stock/news/1947007/four-corners-fcpt-acquires-red-robin-property-from-preit,https://staticx-tuner.zacks.com/images/articles/main/1d/1132.jpg,Four Corners' (FCPT) spate of acquisitions reflects its strategy of banking on buyout opportunities and boosting its portfolio with real estate leased to strong credit operators.,neutral,neutral,positive,positive
